ts,tid,pid,cbid,dur,cat,ph,name,correlation,External id
6936340609016.214,60051,60051,203,0.6,cuda_runtime,X,cudaStreamGetPriority,1018,211
6936340609017.187,60051,60051,205,0.617,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,1019,211
6936340609025.325,60051,60051,317,1.041,cuda_runtime,X,cudaStreamIsCapturing,1025,211
6936340609026.87,60051,60051,20,126.738,cuda_runtime,X,cudaMalloc,1026,211
6936340609172.226,60051,60051,211,14.326,cuda_runtime,X,cudaLaunchKernel,1027,211
6936340609188.845,60051,60051,211,5.287,cuda_runtime,X,cudaLaunchKernel,1029,211
6936340609199.943,60051,60051,273,2.15,cuda_runtime,X,cudaFuncSetAttribute,1031,211
6936340609202.532,60051,60051,11,0.246,cuda_runtime,X,cudaPeekAtLastError,1032,211
6936340609204.199,60051,60051,211,7.662,cuda_runtime,X,cudaLaunchKernel,1033,211
6936340609213.107,60051,60051,11,0.115,cuda_runtime,X,cudaPeekAtLastError,1036,211
6936340609215.634,60051,60051,211,5.007,cuda_runtime,X,cudaLaunchKernel,1037,211
6936340609257.251,60051,60051,211,6.565,cuda_runtime,X,cudaLaunchKernel,1045,214
6936340609325.978,60051,60051,211,8.109,cuda_runtime,X,cudaLaunchKernel,1051,215
6936340609405.335,60051,60051,135,2.829,cuda_runtime,X,cudaEventRecord,1065,218
6936340609408.626,60051,60051,317,0.819,cuda_runtime,X,cudaStreamIsCapturing,1066,218
6936340609409.77,60051,60051,203,0.786,cuda_runtime,X,cudaStreamGetPriority,1067,218
6936340609410.941,60051,60051,205,0.633,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,1068,218
6936340609452.891,60051,60051,135,1.364,cuda_runtime,X,cudaEventRecord,1092,218
6936340609454.464,60051,60051,317,0.44,cuda_runtime,X,cudaStreamIsCapturing,1093,218
6936340609455.164,60051,60051,203,0.374,cuda_runtime,X,cudaStreamGetPriority,1094,218
6936340609455.788,60051,60051,205,0.443,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,1095,218
6936340609467.501,60051,60051,273,2.041,cuda_runtime,X,cudaFuncSetAttribute,1103,218
6936340609470.372,60051,60051,211,8.655,cuda_runtime,X,cudaLaunchKernel,1104,218
6936340609537.279,60051,60051,41,16.252,cuda_runtime,X,cudaMemcpyAsync,1117,229
6936340609596.624,60051,60051,211,8.007,cuda_runtime,X,cudaLaunchKernel,1125,231
6936340609700.941,60051,60051,135,2.639,cuda_runtime,X,cudaEventRecord,1140,236
6936340609703.997,60051,60051,317,0.731,cuda_runtime,X,cudaStreamIsCapturing,1141,236
6936340609705.036,60051,60051,203,0.699,cuda_runtime,X,cudaStreamGetPriority,1142,236
6936340609706.12,60051,60051,205,0.643,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,1143,236
6936340609724.474,60051,60051,211,9.831,cuda_runtime,X,cudaLaunchKernel,1147,236
6936340609736.441,60051,60051,211,4.417,cuda_runtime,X,cudaLaunchKernel,1149,236
6936340609744.986,60051,60051,273,1.61,cuda_runtime,X,cudaFuncSetAttribute,1151,236
6936340609747.09,60051,60051,11,0.218,cuda_runtime,X,cudaPeekAtLastError,1152,236
6936340609748.345,60051,60051,211,5.336,cuda_runtime,X,cudaLaunchKernel,1153,236
6936340609754.844,60051,60051,11,0.103,cuda_runtime,X,cudaPeekAtLastError,1156,236
6936340609757.159,60051,60051,211,4.395,cuda_runtime,X,cudaLaunchKernel,1157,236
6936340609788.56,60051,60051,211,6.986,cuda_runtime,X,cudaLaunchKernel,1165,239
6936340609844.687,60051,60051,211,7.049,cuda_runtime,X,cudaLaunchKernel,1171,240
6936340609917.723,60051,60051,135,2.304,cuda_runtime,X,cudaEventRecord,1185,243
6936340609920.397,60051,60051,317,0.711,cuda_runtime,X,cudaStreamIsCapturing,1186,243
6936340609921.433,60051,60051,203,0.721,cuda_runtime,X,cudaStreamGetPriority,1187,243
6936340609922.548,60051,60051,205,0.593,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,1188,243
6936340609958.103,60051,60051,135,1.271,cuda_runtime,X,cudaEventRecord,1212,243
6936340609959.592,60051,60051,317,0.436,cuda_runtime,X,cudaStreamIsCapturing,1213,243
6936340609960.29,60051,60051,203,0.398,cuda_runtime,X,cudaStreamGetPriority,1214,243
6936340609960.951,60051,60051,205,0.372,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,1215,243
6936340609972.745,60051,60051,273,1.902,cuda_runtime,X,cudaFuncSetAttribute,1223,243
6936340609975.493,60051,60051,211,8.513,cuda_runtime,X,cudaLaunchKernel,1224,243
6936340610049.636,60051,60051,41,17.258,cuda_runtime,X,cudaMemcpyAsync,1237,254
6936340610088.681,60051,60051,211,7.114,cuda_runtime,X,cudaLaunchKernel,1245,256
6936340610157.314,60051,60051,211,8.102,cuda_runtime,X,cudaLaunchKernel,1264,259
6936340610254.893,60051,60051,135,2.484,cuda_runtime,X,cudaEventRecord,1275,263
6936340610257.792,60051,60051,317,0.648,cuda_runtime,X,cudaStreamIsCapturing,1276,263
6936340610258.777,60051,60051,203,0.726,cuda_runtime,X,cudaStreamGetPriority,1277,263
6936340610259.881,60051,60051,205,0.605,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,1278,263
6936340610278.345,60051,60051,211,9.186,cuda_runtime,X,cudaLaunchKernel,1282,263
6936340610290.234,60051,60051,211,4.936,cuda_runtime,X,cudaLaunchKernel,1284,263
6936340610302.025,60051,60051,11,0.249,cuda_runtime,X,cudaPeekAtLastError,1286,263
6936340610308.957,60051,60051,51,7.585,cuda_runtime,X,cudaMemsetAsync,1287,263
6936340610318.335,60051,60051,273,1.537,cuda_runtime,X,cudaFuncSetAttribute,1288,263
6936340610320.134,60051,60051,273,0.531,cuda_runtime,X,cudaFuncSetAttribute,1289,263
6936340610321.076,60051,60051,430,7.601,cuda_runtime,X,cudaLaunchKernelExC,1290,263
6936340610329.888,60051,60051,11,0.166,cuda_runtime,X,cudaPeekAtLastError,1292,263
6936340610332.562,60051,60051,211,4.89,cuda_runtime,X,cudaLaunchKernel,1293,263
6936340610365.676,60051,60051,211,6.891,cuda_runtime,X,cudaLaunchKernel,1301,266
6936340610428.655,60051,60051,211,7.414,cuda_runtime,X,cudaLaunchKernel,1307,267
6936340610497.195,60051,60051,317,1.421,cuda_runtime,X,cudaStreamIsCapturing,1317,272
6936340610499.102,60051,60051,20,121.776,cuda_runtime,X,cudaMalloc,1318,272
6936340610635.466,60051,60051,135,2.805,cuda_runtime,X,cudaEventRecord,1325,270
6936340610638.685,60051,60051,317,0.765,cuda_runtime,X,cudaStreamIsCapturing,1326,270
6936340610639.78,60051,60051,203,0.796,cuda_runtime,X,cudaStreamGetPriority,1327,270
6936340610641.057,60051,60051,205,0.636,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,1328,270
6936340610685.175,60051,60051,135,1.299,cuda_runtime,X,cudaEventRecord,1352,270
6936340610686.698,60051,60051,317,0.428,cuda_runtime,X,cudaStreamIsCapturing,1353,270
6936340610687.368,60051,60051,203,0.361,cuda_runtime,X,cudaStreamGetPriority,1354,270
6936340610687.967,60051,60051,205,0.368,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,1355,270
6936340610699.486,60051,60051,273,2.079,cuda_runtime,X,cudaFuncSetAttribute,1363,270
6936340610702.399,60051,60051,211,13.331,cuda_runtime,X,cudaLaunchKernel,1364,270
6936340610783.817,60051,60051,41,16.865,cuda_runtime,X,cudaMemcpyAsync,1377,281
6936340610823.841,60051,60051,211,8.094,cuda_runtime,X,cudaLaunchKernel,1385,283
6936340610923.369,60051,60051,135,2.452,cuda_runtime,X,cudaEventRecord,1400,288
6936340610926.246,60051,60051,317,0.813,cuda_runtime,X,cudaStreamIsCapturing,1401,288
6936340610927.372,60051,60051,203,0.672,cuda_runtime,X,cudaStreamGetPriority,1402,288
6936340610928.366,60051,60051,205,0.577,cuda_runtime,X,cudaDeviceGetStreamPriorityRange,1403,288
6936340610944.658,60051,60051,211,10.278,cuda_runtime,X,cudaLaunchKernel,1407,288
